Store,DayOfWeek,Date,Sales,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,WeekOfYear,competition_open,PromoOpen,lag1,lag7,rolling_3,rolling_7,diff1,diff7
844,1,2015-08-17,,1.0,1,0,0,a,a,2030.0,9.0,2012.0,1.0,18.0,2011.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,35.0,52.0,,0.0,5457.5,4419.5,,
844,3,2015-09-02,,1.0,1,0,0,a,a,2030.0,9.0,2012.0,1.0,18.0,2011.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,36.0,52.5,,6260.0,6444.0,5303.4,,
845,6,2015-08-01,,1.0,0,0,0,d,a,7860.0,11.0,2005.0,1.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,117.0,52.25,5151.0,4822.0,5184.666666666667,4723.857142857143,,
845,1,2015-08-17,,1.0,1,0,0,d,a,7860.0,11.0,2005.0,1.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,117.0,53.0,,0.0,5120.5,4707.5,,
845,3,2015-09-02,,1.0,1,0,0,d,a,7860.0,11.0,2005.0,1.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,118.0,53.5,,6557.0,5151.0,5649.0,,
846,6,2015-08-01,,1.0,0,0,0,a,c,8860.0,4.0,2004.0,1.0,37.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,136.0,70.5,12705.0,4905.0,11584.0,8904.857142857143,,
846,1,2015-08-17,,1.0,1,0,0,a,c,8860.0,4.0,2004.0,1.0,37.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,136.0,71.25,,0.0,12341.5,9571.5,,
846,3,2015-09-02,,1.0,1,0,0,a,c,8860.0,4.0,2004.0,1.0,37.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,137.0,71.75,,11843.0,12705.0,11485.8,,
847,6,2015-08-01,,1.0,0,0,0,c,c,190.0,,,1.0,31.0,2013.0,"Feb,May,Aug,Nov",2015.0,8.0,31.0,,24.0,10011.0,4935.0,8305.0,6673.857142857143,,
847,1,2015-08-17,,1.0,1,0,0,c,c,190.0,,,1.0,31.0,2013.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,,24.75,,0.0,8695.5,6963.666666666667,,
847,3,2015-09-02,,1.0,1,0,0,c,c,190.0,,,1.0,31.0,2013.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,,25.25,,9025.0,10011.0,8356.4,,
848,6,2015-08-01,,1.0,0,0,0,a,c,370.0,7.0,2007.0,1.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,97.0,52.25,10527.0,5567.0,9908.0,7880.857142857143,,
848,1,2015-08-17,,1.0,1,0,1,a,c,370.0,7.0,2007.0,1.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,97.0,53.0,,0.0,10000.5,8266.5,,
848,3,2015-09-02,,1.0,1,0,1,a,c,370.0,7.0,2007.0,1.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,98.0,53.5,,10503.0,10527.0,9919.8,,
849,6,2015-08-01,,1.0,0,0,1,c,c,5000.0,,,0.0,,,,2015.0,8.0,31.0,,,10829.0,8204.0,9930.0,8549.42857142857,,
849,1,2015-08-17,,1.0,1,0,1,c,c,5000.0,,,0.0,,,,2015.0,8.0,34.0,,,,0.0,10144.0,8607.0,,
849,3,2015-09-02,,1.0,1,0,1,c,c,5000.0,,,0.0,,,,2015.0,9.0,36.0,,,,11913.0,10829.0,10328.4,,
850,6,2015-08-01,,1.0,0,0,0,d,a,1120.0,5.0,2007.0,1.0,31.0,2013.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,99.0,24.0,8380.0,4532.0,6786.333333333333,5979.571428571428,,
850,1,2015-08-17,,1.0,1,0,0,d,a,1120.0,5.0,2007.0,1.0,31.0,2013.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,99.0,24.75,,0.0,7230.5,6220.833333333333,,
850,3,2015-09-02,,1.0,1,0,0,d,a,1120.0,5.0,2007.0,1.0,31.0,2013.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,100.0,25.25,,9460.0,8380.0,7465.0,,
851,6,2015-08-01,,1.0,0,0,0,d,c,2330.0,,,1.0,49.0,2014.0,"Mar,Jun,Sept,Dec",2015.0,8.0,31.0,,7.5,6305.0,6395.0,6133.0,5386.0,,
851,1,2015-08-17,,1.0,1,0,1,d,c,2330.0,,,1.0,49.0,2014.0,"Mar,Jun,Sept,Dec",2015.0,8.0,34.0,,8.25,,0.0,6256.0,5217.833333333333,,
851,3,2015-09-02,,1.0,1,0,1,d,c,2330.0,,,1.0,49.0,2014.0,"Mar,Jun,Sept,Dec",2015.0,9.0,36.0,,8.75,,7256.0,6305.0,6261.4,,
852,6,2015-08-01,,1.0,0,0,1,c,a,940.0,4.0,2004.0,1.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,136.0,52.25,5722.0,2489.0,5421.666666666667,4335.0,,
852,1,2015-08-17,,1.0,1,0,1,c,a,940.0,4.0,2004.0,1.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,136.0,53.0,,0.0,5825.5,4642.666666666667,,
852,3,2015-09-02,,1.0,1,0,1,c,a,940.0,4.0,2004.0,1.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,137.0,53.5,,6144.0,5722.0,5571.2,,
853,6,2015-08-01,,1.0,0,0,0,a,a,14040.0,,,0.0,,,,2015.0,8.0,31.0,,,13046.0,8191.0,12091.0,10200.857142857143,,
853,1,2015-08-17,,1.0,1,0,1,a,a,14040.0,,,0.0,,,,2015.0,8.0,34.0,,,,0.0,12647.5,10535.833333333334,,
853,3,2015-09-02,,1.0,1,0,1,a,a,14040.0,,,0.0,,,,2015.0,9.0,36.0,,,,14024.0,13046.0,12643.0,,
855,6,2015-08-01,,1.0,0,0,0,a,a,3440.0,,,1.0,45.0,2009.0,"Feb,May,Aug,Nov",2015.0,8.0,31.0,,68.5,10423.0,4401.0,8845.666666666666,6791.714285714285,,
855,1,2015-08-17,,1.0,1,0,1,a,a,3440.0,,,1.0,45.0,2009.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,,69.25,,0.0,9435.0,7190.166666666667,,
855,3,2015-09-02,,1.0,1,0,1,a,a,3440.0,,,1.0,45.0,2009.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,,69.75,,8965.0,10423.0,8628.2,,
856,6,2015-08-01,,1.0,0,0,0,a,a,3020.0,2.0,2010.0,0.0,,,,2015.0,8.0,31.0,66.0,,9416.0,6171.0,8427.0,6989.428571428572,,
856,1,2015-08-17,,1.0,1,0,1,a,a,3020.0,2.0,2010.0,0.0,,,,2015.0,8.0,34.0,66.0,,,0.0,8791.5,7125.833333333333,,
856,3,2015-09-02,,1.0,1,0,0,a,a,3020.0,2.0,2010.0,0.0,,,,2015.0,9.0,36.0,67.0,,,9233.0,9416.0,8551.0,,
857,6,2015-08-01,,1.0,0,0,1,c,a,6270.0,8.0,2005.0,1.0,23.0,2014.0,"Mar,Jun,Sept,Dec",2015.0,8.0,31.0,120.0,14.0,9211.0,9984.0,9173.333333333334,8561.0,,
857,1,2015-08-17,,1.0,1,0,1,c,a,6270.0,8.0,2005.0,1.0,23.0,2014.0,"Mar,Jun,Sept,Dec",2015.0,8.0,34.0,120.0,14.75,,0.0,9272.5,8323.833333333334,,
857,3,2015-09-02,,1.0,1,0,1,c,a,6270.0,8.0,2005.0,1.0,23.0,2014.0,"Mar,Jun,Sept,Dec",2015.0,9.0,36.0,121.0,15.25,,12580.0,9211.0,9988.6,,
858,6,2015-08-01,,1.0,0,0,0,a,a,3370.0,12.0,2008.0,1.0,40.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,80.0,9.75,5540.0,4890.0,5716.0,5180.571428571428,,
858,1,2015-08-17,,1.0,1,0,1,a,a,3370.0,12.0,2008.0,1.0,40.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,80.0,10.5,,0.0,5810.0,5229.0,,
858,3,2015-09-02,,1.0,1,0,1,a,a,3370.0,12.0,2008.0,1.0,40.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,81.0,11.0,,7496.0,5540.0,6274.8,,
859,6,2015-08-01,,1.0,0,0,0,c,a,21770.0,7.0,2015.0,0.0,,,,2015.0,8.0,31.0,1.0,,8854.0,8808.0,8916.666666666666,7924.857142857143,,
859,1,2015-08-17,,1.0,1,0,1,c,a,21770.0,7.0,2015.0,0.0,,,,2015.0,8.0,34.0,1.0,,,0.0,8493.0,7777.666666666667,,
859,3,2015-09-02,,1.0,1,0,1,c,a,21770.0,7.0,2015.0,0.0,,,,2015.0,9.0,36.0,2.0,,,10373.0,8854.0,9333.2,,
860,6,2015-08-01,,1.0,0,0,0,c,c,5980.0,2.0,2010.0,0.0,,,,2015.0,8.0,31.0,66.0,,8977.0,6067.0,7862.333333333333,6519.0,,
860,1,2015-08-17,,1.0,1,0,1,c,c,5980.0,2.0,2010.0,0.0,,,,2015.0,8.0,34.0,66.0,,,0.0,8520.0,6594.333333333333,,
860,3,2015-09-02,,1.0,1,0,0,c,c,5980.0,2.0,2010.0,0.0,,,,2015.0,9.0,36.0,67.0,,,8398.0,8977.0,7913.2,,
861,6,2015-08-01,,1.0,0,0,0,c,c,740.0,,,1.0,14.0,2013.0,"Mar,Jun,Sept,Dec",2015.0,8.0,31.0,,28.25,5338.0,3084.0,4939.0,3944.4285714285716,,
861,1,2015-08-17,,1.0,1,0,1,c,c,740.0,,,1.0,14.0,2013.0,"Mar,Jun,Sept,Dec",2015.0,8.0,34.0,,29.0,,0.0,5130.5,4087.8333333333335,,
861,3,2015-09-02,,1.0,1,0,1,c,c,740.0,,,1.0,14.0,2013.0,"Mar,Jun,Sept,Dec",2015.0,9.0,36.0,,29.5,,5069.0,5338.0,4905.4,,
862,6,2015-08-01,,1.0,0,0,0,a,c,2840.0,3.0,2010.0,1.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,65.0,52.25,11935.0,4655.0,10150.0,7819.714285714285,,
862,1,2015-08-17,,1.0,1,0,1,a,c,2840.0,3.0,2010.0,1.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,65.0,53.0,,0.0,10636.0,8347.166666666666,,
862,3,2015-09-02,,1.0,1,0,0,a,c,2840.0,3.0,2010.0,1.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,66.0,53.5,,10719.0,11935.0,10016.6,,
863,6,2015-08-01,,1.0,0,0,0,a,c,21370.0,11.0,2010.0,0.0,,,,2015.0,8.0,31.0,57.0,,13290.0,6087.0,10859.333333333334,9232.42857142857,,
863,1,2015-08-17,,1.0,1,0,1,a,c,21370.0,11.0,2010.0,0.0,,,,2015.0,8.0,34.0,57.0,,,3150.0,11398.0,9756.666666666666,,
863,3,2015-09-02,,1.0,1,0,0,a,c,21370.0,11.0,2010.0,0.0,,,,2015.0,9.0,36.0,58.0,,,12344.0,13290.0,11078.0,,
864,6,2015-08-01,,1.0,0,0,0,a,a,1020.0,10.0,2012.0,1.0,45.0,2009.0,"Feb,May,Aug,Nov",2015.0,8.0,31.0,34.0,68.5,6690.0,2492.0,5949.666666666667,4691.142857142857,,
864,1,2015-08-17,,1.0,1,0,1,a,a,1020.0,10.0,2012.0,1.0,45.0,2009.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,34.0,69.25,,0.0,6157.0,5057.666666666667,,
864,3,2015-09-02,,1.0,1,0,1,a,a,1020.0,10.0,2012.0,1.0,45.0,2009.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,35.0,69.75,,6099.0,6690.0,6069.2,,
865,6,2015-08-01,,1.0,0,0,0,d,c,2640.0,,,0.0,,,,2015.0,8.0,31.0,,,9709.0,8697.0,8287.0,7415.142857142857,,
865,1,2015-08-17,,1.0,1,0,0,d,c,2640.0,,,0.0,,,,2015.0,8.0,34.0,,,,0.0,8518.0,7201.5,,
865,3,2015-09-02,,1.0,1,0,0,d,c,2640.0,,,0.0,,,,2015.0,9.0,36.0,,,,9362.0,9709.0,8641.8,,
866,6,2015-08-01,,1.0,0,0,1,d,a,9680.0,,,1.0,5.0,2013.0,"Feb,May,Aug,Nov",2015.0,8.0,31.0,,30.5,9827.0,6569.0,8984.0,7341.285714285715,,
866,1,2015-08-17,,1.0,1,0,1,d,a,9680.0,,,1.0,5.0,2013.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,,31.25,,0.0,9409.0,7470.0,,
866,3,2015-09-02,,1.0,1,0,1,d,a,9680.0,,,1.0,5.0,2013.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,,31.75,,9848.0,9827.0,8964.0,,
867,6,2015-08-01,,1.0,0,0,0,d,c,21810.0,9.0,2012.0,0.0,,,,2015.0,8.0,31.0,35.0,,6462.0,4841.0,6212.333333333333,5762.0,,
867,1,2015-08-17,,1.0,1,0,1,d,c,21810.0,9.0,2012.0,0.0,,,,2015.0,8.0,34.0,35.0,,,2136.0,6349.5,5915.5,,
867,3,2015-09-02,,1.0,1,0,0,d,c,21810.0,9.0,2012.0,0.0,,,,2015.0,9.0,36.0,36.0,,,8276.0,6462.0,6671.4,,
868,6,2015-08-01,,1.0,0,0,1,d,c,1360.0,8.0,2005.0,1.0,10.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,120.0,17.25,11441.0,9760.0,10743.333333333334,9349.42857142857,,
868,1,2015-08-17,,1.0,1,0,1,d,c,1360.0,8.0,2005.0,1.0,10.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,120.0,18.0,,0.0,11615.5,9281.0,,
868,3,2015-09-02,,1.0,1,0,1,d,c,1360.0,8.0,2005.0,1.0,10.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,121.0,18.5,,13563.0,11441.0,11137.2,,
871,6,2015-08-01,,1.0,0,0,1,d,c,10620.0,,,0.0,,,,2015.0,8.0,31.0,,,8478.0,8440.0,7934.666666666667,7129.571428571428,,
871,1,2015-08-17,,1.0,1,0,1,d,c,10620.0,,,0.0,,,,2015.0,8.0,34.0,,,,0.0,8106.5,6911.166666666667,,
871,3,2015-09-02,,1.0,1,0,1,d,c,10620.0,,,0.0,,,,2015.0,9.0,36.0,,,,10266.0,8478.0,8293.4,,
872,6,2015-08-01,,1.0,0,0,0,a,c,3860.0,9.0,2014.0,1.0,23.0,2015.0,"Mar,Jun,Sept,Dec",2015.0,8.0,31.0,11.0,2.0,9747.0,5316.0,8435.666666666666,6887.0,,
872,1,2015-08-17,,1.0,1,0,0,a,c,3860.0,9.0,2014.0,1.0,23.0,2015.0,"Mar,Jun,Sept,Dec",2015.0,8.0,34.0,11.0,2.75,,0.0,8920.0,7148.833333333333,,
872,3,2015-09-02,,1.0,1,0,0,a,c,3860.0,9.0,2014.0,1.0,23.0,2015.0,"Mar,Jun,Sept,Dec",2015.0,9.0,36.0,12.0,3.25,,9635.0,9747.0,8578.6,,
874,6,2015-08-01,,1.0,0,0,1,a,a,3210.0,,,0.0,,,,2015.0,8.0,31.0,,,6384.0,4480.0,5371.0,4514.857142857143,,
874,1,2015-08-17,,1.0,1,0,1,a,a,3210.0,,,0.0,,,,2015.0,8.0,34.0,,,,0.0,5864.5,4520.666666666667,,
874,3,2015-09-02,,1.0,1,0,1,a,a,3210.0,,,0.0,,,,2015.0,9.0,36.0,,,,5955.0,6384.0,5424.8,,
875,6,2015-08-01,,1.0,0,0,0,d,a,5070.0,11.0,2007.0,1.0,18.0,2015.0,"Feb,May,Aug,Nov",2015.0,8.0,31.0,93.0,3.25,6555.0,3406.0,5727.0,4762.571428571428,,
875,1,2015-08-17,,1.0,1,0,1,d,a,5070.0,11.0,2007.0,1.0,18.0,2015.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,93.0,4.0,,0.0,6122.5,4988.666666666667,,
875,3,2015-09-02,,1.0,1,0,1,d,a,5070.0,11.0,2007.0,1.0,18.0,2015.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,94.0,4.5,,6707.0,6555.0,5986.4,,
877,6,2015-08-01,,1.0,0,0,0,a,c,29190.0,,,0.0,,,,2015.0,8.0,31.0,,,8646.0,4903.0,7798.666666666667,6343.428571428572,,
877,1,2015-08-17,,1.0,1,0,1,a,c,29190.0,,,0.0,,,,2015.0,8.0,34.0,,,,0.0,7444.0,6583.5,,
877,3,2015-09-02,,1.0,1,0,0,a,c,29190.0,,,0.0,,,,2015.0,9.0,36.0,,,,8545.0,8646.0,7900.2,,
879,6,2015-08-01,,1.0,0,0,0,d,a,,,,1.0,5.0,2013.0,"Feb,May,Aug,Nov",2015.0,8.0,31.0,,30.5,6000.0,3118.0,5663.333333333333,4473.142857142857,,
879,1,2015-08-17,,1.0,1,0,1,d,a,,,,1.0,5.0,2013.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,,31.25,,0.0,5930.5,4699.0,,
879,3,2015-09-02,,1.0,1,0,1,d,a,,,,1.0,5.0,2013.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,,31.75,,5884.0,6000.0,5638.8,,
880,6,2015-08-01,,1.0,0,0,0,a,c,4570.0,,,0.0,,,,2015.0,8.0,31.0,,,10670.0,6225.0,10295.666666666666,8570.857142857143,,
880,1,2015-08-17,,1.0,1,0,1,a,c,4570.0,,,0.0,,,,2015.0,8.0,34.0,,,,0.0,10432.5,8961.833333333334,,
880,3,2015-09-02,,1.0,1,0,1,a,c,4570.0,,,0.0,,,,2015.0,9.0,36.0,,,,11567.0,10670.0,10754.2,,
881,6,2015-08-01,,1.0,0,0,0,a,a,180.0,3.0,2008.0,1.0,31.0,2013.0,"Feb,May,Aug,Nov",2015.0,8.0,31.0,89.0,24.0,7396.0,1842.0,5778.666666666667,4182.285714285715,,
881,1,2015-08-17,,1.0,1,0,0,a,a,180.0,3.0,2008.0,1.0,31.0,2013.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,89.0,24.75,,0.0,6483.5,4572.333333333333,,
881,3,2015-09-02,,1.0,1,0,0,a,a,180.0,3.0,2008.0,1.0,31.0,2013.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,90.0,25.25,,5466.0,7396.0,5486.8,,
882,6,2015-08-01,,1.0,0,0,0,a,a,30.0,4.0,2013.0,0.0,,,,2015.0,8.0,31.0,28.0,,7416.0,4829.0,6605.666666666667,5612.428571428572,,
882,1,2015-08-17,,1.0,1,0,0,a,a,30.0,4.0,2013.0,0.0,,,,2015.0,8.0,34.0,28.0,,,0.0,6953.5,5743.0,,
882,3,2015-09-02,,1.0,1,0,0,a,a,30.0,4.0,2013.0,0.0,,,,2015.0,9.0,36.0,29.0,,,7578.0,7416.0,6891.6,,
883,6,2015-08-01,,1.0,0,0,0,a,a,3200.0,6.0,2005.0,0.0,,,,2015.0,8.0,31.0,122.0,,5850.0,2179.0,4912.0,3915.8571428571427,,
883,1,2015-08-17,,1.0,1,0,0,a,a,3200.0,6.0,2005.0,0.0,,,,2015.0,8.0,34.0,122.0,,,0.0,5246.5,4205.333333333333,,
883,3,2015-09-02,,1.0,1,0,0,a,a,3200.0,6.0,2005.0,0.0,,,,2015.0,9.0,36.0,123.0,,,5753.0,5850.0,5046.4,,
884,6,2015-08-01,,1.0,0,0,0,d,c,7550.0,,,0.0,,,,2015.0,8.0,31.0,,,7661.0,5825.0,7340.666666666667,6521.714285714285,,
884,1,2015-08-17,,1.0,1,0,1,d,c,7550.0,,,0.0,,,,2015.0,8.0,34.0,,,,0.0,7330.5,6637.833333333333,,
884,3,2015-09-02,,1.0,1,0,1,d,c,7550.0,,,0.0,,,,2015.0,9.0,36.0,,,,9445.0,7661.0,7965.4,,
885,6,2015-08-01,,1.0,0,0,0,a,a,480.0,12.0,2005.0,0.0,,,,2015.0,8.0,31.0,116.0,,6754.0,5177.0,6252.0,5150.0,,
885,1,2015-08-17,,1.0,1,0,0,a,a,480.0,12.0,2005.0,0.0,,,,2015.0,8.0,34.0,116.0,,,0.0,6348.0,5145.5,,
885,3,2015-09-02,,1.0,1,0,0,a,a,480.0,12.0,2005.0,0.0,,,,2015.0,9.0,36.0,117.0,,,6417.0,6754.0,6174.6,,
886,6,2015-08-01,,1.0,0,0,0,a,c,12430.0,10.0,2004.0,0.0,,,,2015.0,8.0,31.0,130.0,,6857.0,3607.0,7245.0,5965.0,,
886,1,2015-08-17,,1.0,1,0,0,a,c,12430.0,10.0,2004.0,0.0,,,,2015.0,8.0,34.0,130.0,,,0.0,7254.5,6358.0,,
886,3,2015-09-02,,1.0,1,0,0,a,c,12430.0,10.0,2004.0,0.0,,,,2015.0,9.0,36.0,131.0,,,8826.0,6857.0,7629.6,,
887,6,2015-08-01,,1.0,0,0,1,d,a,19700.0,,,1.0,37.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,,70.5,8902.0,5197.0,8135.333333333333,6963.142857142857,,
887,1,2015-08-17,,1.0,1,0,1,d,a,19700.0,,,1.0,37.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,,71.25,,0.0,8429.5,7257.5,,
887,3,2015-09-02,,1.0,1,0,1,d,a,19700.0,,,1.0,37.0,2009.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,,71.75,,10100.0,8902.0,8709.0,,
888,6,2015-08-01,,1.0,0,0,0,d,a,4450.0,6.0,2012.0,1.0,35.0,2012.0,"Mar,Jun,Sept,Dec",2015.0,8.0,31.0,38.0,35.0,12206.0,7699.0,10146.666666666666,8411.0,,
888,1,2015-08-17,,1.0,1,0,1,d,a,4450.0,6.0,2012.0,1.0,35.0,2012.0,"Mar,Jun,Sept,Dec",2015.0,8.0,34.0,38.0,35.75,,0.0,10755.0,8529.666666666666,,
888,3,2015-09-02,,1.0,1,0,0,d,a,4450.0,6.0,2012.0,1.0,35.0,2012.0,"Mar,Jun,Sept,Dec",2015.0,9.0,36.0,39.0,36.25,,12303.0,12206.0,10235.6,,
890,6,2015-08-01,,1.0,0,0,0,a,a,4450.0,,,1.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,,52.25,8467.0,6176.0,7645.666666666667,6525.571428571428,,
890,1,2015-08-17,,1.0,1,0,1,a,a,4450.0,,,1.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,,53.0,,0.0,8106.0,6583.833333333333,,
890,3,2015-09-02,,1.0,1,0,1,a,a,4450.0,,,1.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,,53.5,,9349.0,8467.0,7900.6,,
891,6,2015-08-01,,1.0,0,0,0,a,c,350.0,,,1.0,31.0,2013.0,"Feb,May,Aug,Nov",2015.0,8.0,31.0,,24.0,11916.0,5137.0,9606.0,7237.0,,
891,1,2015-08-17,,1.0,1,0,0,a,c,350.0,,,1.0,31.0,2013.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,,24.75,,0.0,9920.0,7587.0,,
891,3,2015-09-02,,1.0,1,0,0,a,c,350.0,,,1.0,31.0,2013.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,,25.25,,9040.0,11916.0,9104.4,,
893,6,2015-08-01,,1.0,0,0,0,a,a,130.0,,,1.0,1.0,2013.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,,31.5,7179.0,5082.0,7388.333333333333,6035.142857142857,,
893,1,2015-08-17,,1.0,1,0,1,a,a,130.0,,,1.0,1.0,2013.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,,32.25,,0.0,7268.5,6194.0,,
893,3,2015-09-02,,1.0,1,0,1,a,a,130.0,,,1.0,1.0,2013.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,,32.75,,7843.0,7179.0,7432.8,,
894,6,2015-08-01,,1.0,0,0,0,a,a,190.0,11.0,2012.0,0.0,,,,2015.0,8.0,31.0,33.0,,11866.0,4370.0,10207.333333333334,8118.285714285715,,
894,1,2015-08-17,,1.0,1,0,0,a,a,190.0,11.0,2012.0,0.0,,,,2015.0,8.0,34.0,33.0,,,0.0,10535.5,8743.0,,
894,3,2015-09-02,,1.0,1,0,0,a,a,190.0,11.0,2012.0,0.0,,,,2015.0,9.0,36.0,34.0,,,12137.0,11866.0,10491.6,,
895,6,2015-08-01,,1.0,0,0,0,a,c,4150.0,,,0.0,,,,2015.0,8.0,31.0,,,12182.0,10099.0,11814.333333333334,10543.57142857143,,
895,1,2015-08-17,,1.0,1,0,1,a,c,4150.0,,,0.0,,,,2015.0,8.0,34.0,,,,0.0,12092.0,10617.666666666666,,
895,3,2015-09-02,,1.0,1,0,1,a,c,4150.0,,,0.0,,,,2015.0,9.0,36.0,,,,15392.0,12182.0,12741.2,,
896,6,2015-08-01,,1.0,0,0,0,a,c,170.0,9.0,2012.0,0.0,,,,2015.0,8.0,31.0,35.0,,8763.0,5995.0,7830.333333333333,6653.142857142857,,
896,1,2015-08-17,,1.0,1,0,1,a,c,170.0,9.0,2012.0,0.0,,,,2015.0,8.0,34.0,35.0,,,0.0,8104.0,6762.833333333333,,
896,3,2015-09-02,,1.0,1,0,0,a,c,170.0,9.0,2012.0,0.0,,,,2015.0,9.0,36.0,36.0,,,8958.0,8763.0,8115.4,,
897,6,2015-08-01,,1.0,0,0,0,c,c,3290.0,1.0,2007.0,1.0,5.0,2013.0,"Feb,May,Aug,Nov",2015.0,8.0,31.0,103.0,30.5,4691.0,3848.0,4007.3333333333335,3324.714285714286,,
897,1,2015-08-17,,1.0,1,0,1,c,c,3290.0,1.0,2007.0,1.0,5.0,2013.0,"Feb,May,Aug,Nov",2015.0,8.0,34.0,103.0,31.25,,0.0,4262.0,3237.5,,
897,3,2015-09-02,,1.0,1,0,1,c,c,3290.0,1.0,2007.0,1.0,5.0,2013.0,"Feb,May,Aug,Nov",2015.0,9.0,36.0,104.0,31.75,,3953.0,4691.0,3885.0,,
900,6,2015-08-01,,1.0,0,0,0,a,a,3920.0,4.0,2005.0,1.0,40.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,124.0,9.75,7358.0,6024.0,7158.666666666667,6391.285714285715,,
900,1,2015-08-17,,1.0,1,0,1,a,a,3920.0,4.0,2005.0,1.0,40.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,8.0,34.0,124.0,10.5,,0.0,7321.5,6452.5,,
900,3,2015-09-02,,1.0,1,0,1,a,a,3920.0,4.0,2005.0,1.0,40.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,9.0,36.0,125.0,11.0,,9058.0,7358.0,7743.0,,
901,6,2015-08-01,,1.0,0,0,0,a,c,3170.0,4.0,2014.0,0.0,,,,2015.0,8.0,31.0,16.0,,8220.0,4467.0,7165.0,6288.142857142857,,
901,1,2015-08-17,,1.0,1,0,1,a,c,3170.0,4.0,2014.0,0.0,,,,2015.0,8.0,34.0,16.0,,,0.0,7466.5,6591.666666666667,,
901,3,2015-09-02,,1.0,1,0,0,a,c,3170.0,4.0,2014.0,0.0,,,,2015.0,9.0,36.0,17.0,,,9940.0,8220.0,7910.0,,
902,6,2015-08-01,,1.0,0,0,0,a,a,310.0,5.0,2015.0,1.0,40.0,2014.0,"Jan,Apr,Jul,Oct",2015.0,8.0,31.0,3.0,9.75,4897.0,3850.0,4587.0,3865.4285714285716,,
